Sample__ID,Landcover,Hill_side,Scientific__name,Common_name_species,Native,Lat_ID,Long_ID
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Caryota rumphiana,Pugahan,E,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,HIDED,HIDED
R2NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,HIDED,HIDED
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Angiopteris evecta ,Tree fern,E,HIDED,HIDED
R2NB,Remnant,N,Fagrea racemosa ,Malacape,E,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,HIDED,HIDED
R2NB,Remnant,N,Mallotus philippensis,Banato,N,HIDED,HIDED
R2NB,Remnant,N,Ficus heteropoda,Alangas,N,HIDED,HIDED
R2NB,Remnant,N,Ficus pseudopalma,Lubi lubi palm,N,HIDED,HIDED
R2NB,Remnant,N,Lithocarpus celebicus,Ulaian,N,HIDED,HIDED
R2NB,Remnant,N,Vitex quinate ,Kulipapa,N,HIDED,HIDED
R2NB,Remnant,N,Garcinia ituman,Ituman,N,HIDED,HIDED
R2NB,Remnant,N,Ficus balete,Dakitan (or Pakitan),N,HIDED,HIDED
R2NB,Remnant,N,Leea aculeata,Amamali,N,HIDED,HIDED
R2NB,Remnant,N,Leucyosyke capitellata,Anagasi,N,HIDED,HIDED
R2NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,HIDED,HIDED
R2NB,Remnant,N,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,N,HIDED,HIDED
R2NB,Remnant,N,Ficus heteropoda,Alangas,N,HIDED,HIDED
R3SB,Remnant,S,Ficus ulmifolia,Is is,N,HIDED,HIDED
R3SB,Remnant,S,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R3SB,Remnant,S,Leucyosyke capitellata,Anagasi,N,HIDED,HIDED
R3SB,Remnant,S,Morinda citrifolia,Noni,E,HIDED,HIDED
R3SB,Remnant,S,Unknown,Unknown,NA,HIDED,HIDED
R3SB,Remnant,S,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R3SB,Remnant,S,Calamus rotang,Rattan,E,HIDED,HIDED
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R3SB,Remnant,S,Tabernaemontana pandacaqui,Pandakaki,E,HIDED,HIDED
R3SB,Remnant,S,Calamus rotang,Rattan,E,HIDED,HIDED
R3SB,Remnant,S,Cocos nucifera,Coconut,N,HIDED,HIDED
R3SB,Remnant,S,Alstonia scholaris,Dita,N,HIDED,HIDED
R3SB,Remnant,S,Artocarpus nitidus (A. lamellosus) ,Kubi,N,HIDED,HIDED
R3SB,Remnant,S,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R3SB,Remnant,S,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R3SB,Remnant,S,Acacia mangium,Mangium,E,HIDED,HIDED
R3SB,Remnant,S,Morinda citrifolia,Noni,E,HIDED,HIDED
R3SB,Remnant,S,Acacia mangium,Mangium,E,HIDED,HIDED
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R4NB,Remnant,N,Flueggea flexuosa,Anislag,N,HIDED,HIDED
R4NB,Remnant,N,Cocos nucifera,Coconut,N,HIDED,HIDED
R4NB,Remnant,N,Sandoricum vidalii ,Santol,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,HIDED,HIDED
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,HIDED,HIDED
R4NB,Remnant,N,Radermachera pinnata,Banai-banai,N,HIDED,HIDED
R4NB,Remnant,N,Psydrax dicoccos Gaertn.,Bagosalak,E,HIDED,HIDED
R4NB,Remnant,N,Flueggea flexuosa,Anislag,N,HIDED,HIDED
R4NB,Remnant,N,Caryota rumphiana,Pugahan,E,HIDED,HIDED
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,HIDED,HIDED
R4NB,Remnant,N,Cananga odorata,Ilang-Ilang,N,HIDED,HIDED
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,HIDED,HIDED
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R4NB,Remnant,N,Radermachera pinnata,Banai-banai,N,HIDED,HIDED
R4NB,Remnant,N,Fagrea racemosa ,Malacape,E,HIDED,HIDED
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,HIDED,HIDED
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,HIDED,HIDED
R4NB,Remnant,N,Homalanthus populneus,Balanti,N,HIDED,HIDED
R4NB,Remnant,N,Homalanthus populneus,Balanti,N,HIDED,HIDED
R4NB,Remnant,N,Ficus nota ,Tibig,N,HIDED,HIDED
R4NB,Remnant,N,Ficus congesta,Malatibig,E,HIDED,HIDED
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,HIDED,HIDED
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,HIDED,HIDED
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,HIDED,HIDED
R4NB,Remnant,N,Cocos nucifera,Coconut,N,HIDED,HIDED
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,HIDED,HIDED
R4NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,HIDED,HIDED
R4NB,Remnant,N,Calophyllum blancoi,Bitang hol,N,HIDED,HIDED
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,HIDED,HIDED
