Sample__ID,Landcover,Hill_side,Scientific__name,Common_name_species,Native,Lat_ID,Long_ID
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Caryota rumphiana,Pugahan,E,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,11.598478,124.539405
R2NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,11.598478,124.539405
R2NB,Remnant,N,Radermachera pinnata,Banai-banai,N,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Angiopteris evecta ,Tree fern,E,11.598478,124.539405
R2NB,Remnant,N,Fagrea racemosa ,Malacape,E,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Pipturus arborescens,Dalunot,N,11.598478,124.539405
R2NB,Remnant,N,Mallotus philippensis,Banato,N,11.598478,124.539405
R2NB,Remnant,N,Ficus heteropoda,Alangas,N,11.598478,124.539405
R2NB,Remnant,N,Ficus pseudopalma,Lubi lubi palm,N,11.598478,124.539405
R2NB,Remnant,N,Lithocarpus celebicus,Ulaian,N,11.598478,124.539405
R2NB,Remnant,N,Vitex quinate ,Kulipapa,N,11.598478,124.539405
R2NB,Remnant,N,Garcinia ituman,Ituman,N,11.598478,124.539405
R2NB,Remnant,N,Ficus balete,Dakitan (or Pakitan),N,11.598478,124.539405
R2NB,Remnant,N,Leea aculeata,Amamali,N,11.598478,124.539405
R2NB,Remnant,N,Leucyosyke capitellata,Anagasi,N,11.598478,124.539405
R2NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,11.598478,124.539405
R2NB,Remnant,N,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,N,11.598478,124.539405
R2NB,Remnant,N,Ficus heteropoda,Alangas,N,11.598478,124.539405
R3SB,Remnant,S,Ficus ulmifolia,Is is,N,11.599125,124.544354
R3SB,Remnant,S,Polyscias nodosa ,Malapapaya,N,11.599125,124.544354
R3SB,Remnant,S,Leucyosyke capitellata,Anagasi,N,11.599125,124.544354
R3SB,Remnant,S,Morinda citrifolia,Noni,E,11.599125,124.544354
R3SB,Remnant,S,Unknown,Unknown,NA,11.599125,124.544354
R3SB,Remnant,S,Artocarpus blancoi,Antipolo,N,11.599125,124.544354
R3SB,Remnant,S,Calamus rotang,Rattan,E,11.599125,124.544354
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,11.599125,124.544354
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,11.599125,124.544354
R3SB,Remnant,S,Tabernaemontana pandacaqui,Pandakaki,E,11.599125,124.544354
R3SB,Remnant,S,Calamus rotang,Rattan,E,11.599125,124.544354
R3SB,Remnant,S,Cocos nucifera,Coconut,N,11.599125,124.544354
R3SB,Remnant,S,Alstonia scholaris,Dita,N,11.599125,124.544354
R3SB,Remnant,S,Artocarpus nitidus (A. lamellosus) ,Kubi,N,11.599125,124.544354
R3SB,Remnant,S,Artocarpus blancoi,Antipolo,N,11.599125,124.544354
R3SB,Remnant,S,Polyscias nodosa ,Malapapaya,N,11.599125,124.544354
R3SB,Remnant,S,Acacia mangium,Mangium,E,11.599125,124.544354
R3SB,Remnant,S,Morinda citrifolia,Noni,E,11.599125,124.544354
R3SB,Remnant,S,Acacia mangium,Mangium,E,11.599125,124.544354
R3SB,Remnant,S,Macaranga tanarius (Linn.),Binonga,N,11.599125,124.544354
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,11.59945,124.543657
R4NB,Remnant,N,Flueggea flexuosa,Anislag,N,11.59945,124.543657
R4NB,Remnant,N,Cocos nucifera,Coconut,N,11.59945,124.543657
R4NB,Remnant,N,Sandoricum vidalii ,Santol,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,11.59945,124.543657
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,11.59945,124.543657
R4NB,Remnant,N,Radermachera pinnata,Banai-banai,N,11.59945,124.543657
R4NB,Remnant,N,Psydrax dicoccos Gaertn.,Bagosalak,E,11.59945,124.543657
R4NB,Remnant,N,Flueggea flexuosa,Anislag,N,11.59945,124.543657
R4NB,Remnant,N,Caryota rumphiana,Pugahan,E,11.59945,124.543657
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,11.59945,124.543657
R4NB,Remnant,N,Cananga odorata,Ilang-Ilang,N,11.59945,124.543657
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,11.59945,124.543657
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,11.59945,124.543657
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,11.59945,124.543657
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,11.59945,124.543657
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,11.59945,124.543657
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,11.59945,124.543657
R4NB,Remnant,N,Radermachera pinnata,Banai-banai,N,11.59945,124.543657
R4NB,Remnant,N,Fagrea racemosa ,Malacape,E,11.59945,124.543657
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,11.59945,124.543657
R4NB,Remnant,N,Syzigium huchinsonii,Malatambis,N,11.59945,124.543657
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,11.59945,124.543657
R4NB,Remnant,N,Homalanthus populneus,Balanti,N,11.59945,124.543657
R4NB,Remnant,N,Homalanthus populneus,Balanti,N,11.59945,124.543657
R4NB,Remnant,N,Ficus nota ,Tibig,N,11.59945,124.543657
R4NB,Remnant,N,Ficus congesta,Malatibig,E,11.59945,124.543657
R4NB,Remnant,N,Macaranga tanarius (Linn.),Binonga,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus nitidus (A. lamellosus) ,Kubi,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,11.59945,124.543657
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,11.59945,124.543657
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,11.59945,124.543657
R4NB,Remnant,N,Artocarpus blancoi,Antipolo,N,11.59945,124.543657
R4NB,Remnant,N,Cocos nucifera,Coconut,N,11.59945,124.543657
R4NB,Remnant,N,Polyscias nodosa ,Malapapaya,N,11.59945,124.543657
R4NB,Remnant,N,Dendrocnide meyeniana,Lipang kalaban,N,11.59945,124.543657
R4NB,Remnant,N,Calophyllum blancoi,Bitang hol,N,11.59945,124.543657
R4NB,Remnant,N,Cratoxylum sumatranum,Paguringon,N,11.59945,124.543657
